Authors,Titles,Profiles,Publications,Year of Publication
"Martins, R. M. G.,Duncan, M. J.,Clark, C. C. T.,Eyre, E. L. J.",The acute effects of continuous and intermittent cycling on executive function in children,"https://pureportal.coventry.ac.uk/en/persons/ricardo-martins,https://pureportal.coventry.ac.uk/en/persons/michael-duncan,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/persons/emma-eyre",https://pureportal.coventry.ac.uk/en/publications/the-acute-effects-of-continuous-and-intermittent-cycling-on-execu,1 Jul 2021
"Clark, C. C. T.","The association between carotenoid intake, mental health, and sleep quality among university students",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-association-between-carotenoid-intake-mental-health-and-sleep,19 Jun 2021
"Clark, C. C. T.",The association between meal specific low carbohydrate diet score and cardiometabolic risk factors: a cross sectional study of Iranian adults,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-association-between-meal-specific-low-carbohydrate-diet-score,Dec 2021
"Clark, C.",The association between plant-based diet indices and metabolic syndrome in Iranian older adults,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-association-between-plant-based-diet-indices-and-metabolic-sy,Dec 2021
"Clark, C. C. T.",The association between serum homocysteine and depression: a systematic review and meta-analysis of observational studies,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-association-between-serum-homocysteine-and-depression-a-syste,May 2021
"Clark, C. C.",The association of meal glycemic index/load with quantitative and qualitative indicators of sleep: a systematic review,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-association-of-meal-glycemic-indexload-with-quantitative-and-,5 May 2021
"Kurmi, O.",The burden of chronic respiratory diseases in adults in Nepal: A systematic review,https://pureportal.coventry.ac.uk/en/persons/om-kurmi,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-chronic-respiratory-diseases-in-adults-in-nepal-a-s,2021
"Clark, C.,Duncan, M.","The combination of three movement behaviours is associated with object control skills, but not locomotor skills, in preschoolers","https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/persons/michael-duncan",https://pureportal.coventry.ac.uk/en/publications/the-combination-of-three-movement-behaviours-is-associated-with-o,May 2021
"Clark, C. C. T.",The effect of a daytime 60-min nap opportunity on postural control in highly active individuals,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-daytime-60-min-nap-opportunity-on-postural-contro,28 Feb 2021
"Clark, C. C. T.",The effect of apple cider vinegar on lipid profiles and glycemic parameters: a systematic review and meta-analysis of randomized clinical trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-apple-cider-vinegar-on-lipid-profiles-and-glycemic-,29 Jun 2021
"Clark, C. C. T.",The effect of dietary total antioxidant capacity (DTAC) and Caveolin-1 gene variant interaction on cardiovascular risk factors among overweight and obese women: A cross-sectional investigation,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-dietary-total-antioxidant-capacity-dtac-and-caveoli,Aug 2021
"Clark, C. C. T.",The effect of meal frequency on biochemical cardiometabolic factors: A systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-meal-frequency-on-biochemical-cardiometabolic-facto,May 2021
"Clark, C. C. T.","The effect of probiotics, parabiotics, synbiotics, fermented foods and other microbial forms on immunoglobulin production: a systematic review and meta-analysis of clinical trials",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-probiotics-parabiotics-synbiotics-fermented-foods-a,2021
"Clark, C. C. T.",The effect of red pepper/capsaicin on blood pressure and heart rate: A systematic review and meta-analysis of clinical trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-red-peppercapsaicin-on-blood-pressure-and-heart-rat,Nov 2021
"Clark, C. C. T.",The effect of saffron supplementation on blood pressure in adults: A systematic review and dose-response meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-saffron-supplementation-on-blood-pressure-in-adults,9 Aug 2021
"Clark, C. C. T.",The effect of soya consumption on inflammatory biomarkers: A systematic review and meta-analysis of clinical trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-soya-consumption-on-inflammatory-biomarkers-a-syste,14 Apr 2021
"Clark, C. C. T.",The effect of spirulina on type 2 diabetes: a systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-spirulina-on-type-2-diabetes-a-systematic-review-an,Jun 2021
"Clark, C. C. T.","The effects of artificial- and stevia-based sweeteners on lipid profile in adults: a GRADE-assessed systematic review, meta-analysis, and meta-regression of randomized clinical trials",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-artificial-and-stevia-based-sweeteners-on-lipid-pr,9 Dec 2021
"Clark, C. C. T.",The effects of Cynara scolymus L. supplementation on liver enzymes: A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-cynara-scolymus-l-supplementation-on-liver-enzymes,Nov 2021
"Clark, C. C. T.",The Effects of Eccentric and Plyometric Training Programs and Their Combination on Stability and the Functional Performance in the Post-ACL-Surgical Rehabilitation Period of Elite Female Athletes,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-eccentric-and-plyometric-training-programs-and-the,2 Jul 2021
"Clark, C. C. T.",The effects of exercise difficulty and time-of-day on the perception of the task and soccer performance in child soccer players,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-difficulty-and-time-of-day-on-the-percept,10 Sep 2021
"Clark, C. C. T.",The effects of exercise training on plasma volume variations: A systematic review,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-training-on-plasma-volume-variations-a-sy,12 Oct 2021
"Clark, C. C. T.",The effects of hesperidin supplementation or orange juice consumption on anthropometric measures in adults: A meta-analysis of randomized controlled clinical trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-hesperidin-supplementation-or-orange-juice-consump,1 Jun 2021
"Kurmi, O. P.",The effects of household air pollution (Hap) on lung function in children: A systematic review,https://pureportal.coventry.ac.uk/en/persons/om-kurmi,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-household-air-pollution-hap-on-lung-function-in-ch,15 Nov 2021
"Clark, C. C. T.",The Effects of Manipulating Task Difficulty and Feedback Frequency on Children's Dart Throwing Accuracy and Consistency,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-manipulating-task-difficulty-and-feedback-frequenc,Dec 2021
"Clark, C. C. T.",The effects of Ramadan intermittent fasting on sleep-wake behaviour and daytime sleepiness in team sport referees,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-ramadan-intermittent-fasting-on-sleep-wake-behavio,2 Nov 2021
"Clark, C. C. T.","The effects of resveratrol supplementation on PPARα, p16, p53, p21 gene expressions, and sCD163/sTWEAK ratio in patients with type 2 diabetes mellitus: A double-blind controlled randomized trial",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-resveratrol-supplementation-on-ppar%CE%B1-p16-p53-p21-g,Jun 2021
"Clark, C. C. T.","The Effects of Spirulina (Arthrospira platensis) Supplementation on Anthropometric Indices, Blood Pressure, Sleep Quality, Mental Health, Fatigue Status, and Quality of Life in Patients with Ulcerative Colitis: A randomised, double-blinded, placebo-controlled trial",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-spirulina-arthrospira-platensis-supplementation-on,Oct 2021
"Clark, C.",The interaction between the dietary inflammatory index and MC4R gene variants on cardiovascular risk factors,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-interaction-between-the-dietary-inflammatory-index-and-mc4r-g,Feb 2021
"Clark, C. C. T.","The interaction of aging with serum 25(OH)D and 1,25(OH)2 D status on muscle strength",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-interaction-of-aging-with-serum-25ohd-and-125oh2-d-status-on-,Oct 2021
"Clark, C. C. T.",The lack of association between dietary antioxidant quality score with handgrip strength and handgrip endurance amongst Tehranian adults: a cross-sectional study from a Middle East country,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-lack-of-association-between-dietary-antioxidant-quality-score,Apr 2021
"Clark, C. C. T.",The mechanism of physical activity-induced amelioration of Parkinson's disease: A narrative review,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-mechanism-of-physical-activity-induced-amelioration-of-parkin,1 Feb 2021
"Clark, C. C. T.",The mediatory role of inflammatory markers on the relationship between dietary energy density and body composition among obese and overweight adult women: A cross-sectional study,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-mediatory-role-of-inflammatory-markers-on-the-relationship-be,Oct 2021
"Allen, J.",The power of light in medicine - challenges and opportunities in vascular optics,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/the-power-of-light-in-medicine-challenges-and-opportunities-in-va,1 Apr 2021
"C T Clark, C.",The relationship between Dietary approaches to stop hypertension diet adherence and inflammatory factors and insulin resistance in overweight and obese women: A cross-sectional study,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-dietary-approaches-to-stop-hypertension-,Dec 2021
"Clark, C. C. T.",The relationship between major dietary patterns and fertility status in iranian men: a case–control study,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-major-dietary-patterns-and-fertility-sta,22 Sep 2021
"Allen, J.",The striking need for age diverse pulse oximeter databases,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/the-striking-need-for-age-diverse-pulse-oximeter-databases,1 Dec 2021
"McGregor, G.,Clark, C. C. T.,Kyrou, I.","Uncertainty, Anxiety and Isolation: Experiencing the COVID-19 Pandemic and Lockdown as a Woman with Polycystic Ovary Syndrome (PCOS)","https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou",https://pureportal.coventry.ac.uk/en/publications/uncertainty-anxiety-and-isolation-experiencing-the-covid-19-pande,25 Sep 2021
"Wang, J.",Understanding and Predicting the Burst of Burnout via Social Media,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,https://pureportal.coventry.ac.uk/en/publications/understanding-and-predicting-the-burst-of-burnout-via-social-medi,5 Jan 2021
"Turner, A.","Unmet supportive care needs of breast, colorectal and testicular cancer survivors in the first 8 months post primary treatment: A prospective longitudinal survey",https://pureportal.coventry.ac.uk/en/persons/andy-turner,https://pureportal.coventry.ac.uk/en/publications/unmet-supportive-care-needs-of-breast-colorectal-and-testicular-c,Nov 2021
"Clark, C. C. T.",Variants of the cry 1 gene may influence the effect of fat intake on resting metabolic rate in women with overweight of obesity: a cross-sectional study,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/variants-of-the-cry-1-gene-may-influence-the-effect-of-fat-intake,Dec 2021
"Clark, C.",Vitamin C reduces interleukin-6 plasma concentration: a systematic review and meta-analysis of randomized clinical trials ,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/vitamin-c-reduces-interleukin-6-plasma-concentration-a-systematic,Dec 2021
"Bul, K.","Wetenschap en praktijk: gids voor (aankomende) professionals in zorg, welzijn en sociaal werk",https://pureportal.coventry.ac.uk/en/persons/kim-bul,https://pureportal.coventry.ac.uk/en/publications/science-and-practice-guide-for-future-professionals-in-care-welfa,13 Jan 2021
